,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,day,month,Total_power_use
19332,1.234,0.046,236.73,5.2,0,0,17,31,10,17
19333,0.504,0.084,243.22,2.2,0,0,0,30,11,0
19334,0.446,0.19,239.5,2.0,0,1,0,18,10,1
19335,1.59,0.14,239.69,6.6,0,1,18,24,12,19
19336,2.91,0.322,241.54,12.4,0,1,0,28,11,1
19337,0.394,0.212,244.2,1.8,0,1,0,19,3,1
19338,1.502,0.236,243.31,6.2,0,1,19,26,10,20
19339,0.238,0.114,241.1,1.0,0,0,1,2,9,1
19340,1.516,0.09,241.39,6.2,0,0,19,1,11,19
19341,1.338,0.0,242.12,5.4,0,0,18,13,4,18
19342,2.554,0.386,240.59,11.6,11,2,18,3,2,31
19343,1.282,0.104,240.83,5.2,0,0,18,21,7,18
19344,3.538,0.226,235.44,15.0,0,1,17,26,12,18
19345,1.056,0.392,241.67,4.6,0,0,13,27,8,13
19346,3.812,0.062,234.33,16.4,1,25,17,10,10,43
19347,1.57,0.342,240.22,6.6,0,1,18,22,6,19
19348,0.206,0.0,242.73,0.8,0,0,0,3,11,0
19349,0.234,0.0,242.33,1.0,0,0,0,23,10,0
19350,2.56,0.114,238.04,10.6,0,0,17,24,12,17
19351,0.236,0.062,240.31,1.0,0,0,0,17,8,0
19352,0.112,0.0,234.46,0.6,0,0,0,3,5,0
19353,5.032,0.134,236.17,21.4,38,0,18,11,4,56
19354,4.548,0.084,236.86,19.2,37,0,17,30,11,54
19355,0.206,0.102,239.89,1.0,0,2,0,5,9,2
19356,0.468,0.0,240.95,2.2,0,0,0,15,3,0
19357,1.23,0.284,238.83,5.2,1,0,0,25,12,1
19358,0.472,0.186,240.07,2.2,0,0,0,2,5,0
19359,1.166,0.376,241.75,5.0,0,1,0,16,4,1
19360,0.206,0.088,241.02,1.0,0,0,0,11,7,0
19361,0.23,0.0,245.19,1.0,0,0,0,9,2,0
19362,0.24,0.102,239.36,1.0,0,1,0,12,8,1
19363,1.016,0.05,240.41,4.2,0,0,1,10,7,1
19364,0.354,0.11,242.36,1.4,0,0,1,5,5,1
19365,3.72,0.068,239.54,15.4,38,0,19,12,2,57
19366,1.776,0.276,242.05,7.4,0,1,1,27,7,2
19367,0.296,0.084,235.44,1.2,0,1,0,16,5,1
19368,0.304,0.0,246.57,1.2,0,0,0,5,1,0
19369,5.246,0.222,239.81,21.8,38,38,0,16,1,76
19370,5.558,0.112,233.98,23.6,36,1,17,4,2,54
19371,1.304,0.058,240.08,5.4,0,2,19,18,9,21
19372,0.33,0.0,243.23,1.6,0,0,0,21,1,0
19373,0.32,0.252,240.67,1.6,0,1,1,31,7,2
19374,0.298,0.0,240.75,1.2,0,0,1,18,9,1
19375,0.36,0.124,243.31,1.6,0,0,1,7,4,1
19376,0.452,0.228,244.24,2.2,0,2,1,11,6,3
19377,0.262,0.0,246.82,1.0,0,0,1,21,4,1
19378,0.222,0.0,234.14,1.0,0,0,0,30,5,0
19379,0.382,0.124,245.41,1.6,0,0,1,20,5,1
19380,0.158,0.128,243.21,0.8,0,0,0,20,8,0
19381,0.508,0.0,242.77,2.0,0,0,0,9,2,0
19382,0.18,0.09,233.46,0.8,0,0,0,8,8,0
19383,0.258,0.11,243.75,1.2,0,0,1,11,7,1
19384,0.378,0.116,245.12,1.6,0,0,0,19,12,0
19385,0.512,0.2,239.66,2.4,0,0,0,21,3,0
19386,2.702,0.052,234.71,11.6,0,0,0,28,1,0
19387,0.436,0.05,243.52,2.2,0,0,0,3,11,0
19388,1.29,0.096,237.21,5.4,0,0,17,20,9,17
19389,4.534,0.596,237.29,19.2,0,3,17,11,1,20
19390,0.398,0.238,242.88,1.8,0,0,0,28,2,0
19391,3.49,0.116,238.66,14.6,1,32,18,11,2,51
19392,0.24,0.0,243.49,1.0,0,0,0,12,10,0
19393,0.478,0.324,242.98,2.4,0,1,0,27,3,1
19394,2.662,0.082,240.88,11.4,0,5,18,8,12,23
19395,0.374,0.228,237.85,1.8,0,1,0,4,6,1
19396,0.26,0.0,245.26,1.0,0,0,1,30,10,1
19397,0.276,0.0,236.15,1.2,0,0,0,30,5,0
19398,0.576,0.212,238.86,2.6,0,0,0,7,1,0
19399,1.312,0.0,243.11,5.4,0,0,18,13,2,18
19400,1.908,0.13,241.6,7.8,0,0,19,18,1,19
19401,0.634,0.366,240.53,3.0,0,0,1,4,10,1
19402,1.804,0.092,237.33,7.6,0,0,28,22,9,28
19403,1.878,0.818,234.32,8.6,1,2,17,22,7,20
19404,0.2,0.132,240.52,1.0,0,0,0,17,8,0
19405,0.26,0.252,240.05,1.4,0,0,1,22,8,1
19406,1.662,0.196,237.92,7.0,1,0,17,30,9,18
19407,2.974,0.35,240.54,12.4,1,17,19,6,2,37
19408,0.912,0.13,246.32,3.8,0,0,1,7,3,1
19409,3.544,0.078,238.32,14.8,0,37,18,24,9,55
19410,2.786,0.182,241.15,11.6,0,0,18,7,2,18
19411,0.61,0.07,239.59,2.6,0,2,0,18,7,2
19412,2.796,0.29,235.27,12.0,37,1,0,16,9,38
19413,1.38,0.07,240.41,5.8,0,0,18,6,3,18
19414,2.306,0.082,239.36,9.6,0,0,18,2,10,18
19415,1.298,0.1,240.88,5.4,0,0,18,11,9,18
19416,3.696,0.18,236.32,15.6,37,0,17,12,2,54
19417,1.642,0.0,237.93,6.8,0,0,18,11,10,18
19418,1.448,0.1,242.57,6.0,0,0,18,24,10,18
19419,0.232,0.0,238.7,1.0,0,0,0,23,2,0
19420,1.062,0.112,241.88,5.0,1,0,0,9,3,1
19421,3.836,0.172,240.47,16.0,0,0,17,4,3,17
19422,1.19,0.0,238.9,5.0,0,0,19,21,6,19
19423,1.556,0.2,241.89,6.4,2,1,18,24,1,21
19424,1.368,0.102,238.58,5.6,0,0,18,26,2,18
19425,1.36,0.076,239.63,5.6,2,0,1,22,9,3
19426,0.208,0.0,240.71,1.0,0,0,0,20,9,0
19427,0.394,0.12,242.07,1.6,0,2,0,31,8,2
19428,1.626,0.0,242.59,6.6,0,0,19,22,10,19
19429,0.21,0.0,242.47,1.0,0,0,1,17,6,1
19430,0.2,0.062,242.62,0.8,0,0,0,31,10,0
19431,1.786,0.16,240.59,7.8,0,25,0,17,3,25
19432,4.168,0.48,237.18,17.8,0,1,17,2,4,18
19433,1.354,0.048,242.87,5.6,0,0,19,12,2,19
19434,1.918,0.338,236.59,8.2,2,0,0,30,3,2
19435,0.274,0.0,242.31,1.2,0,0,0,21,6,0
19436,0.644,0.336,239.75,3.2,0,0,1,30,7,1
19437,0.412,0.294,246.25,2.0,0,1,0,9,2,1
19438,0.462,0.074,244.68,1.8,0,1,0,24,12,1
19439,2.54,0.0,238.84,10.6,0,36,0,26,9,36
19440,0.214,0.114,242.46,1.0,0,0,0,17,9,0
19441,0.388,0.228,242.3,1.8,0,0,0,19,12,0
19442,1.186,0.1,236.85,5.0,0,0,0,10,3,0
19443,1.358,0.084,235.22,5.8,0,0,18,4,5,18
19444,1.32,0.066,239.45,5.4,0,0,18,23,9,18
19445,1.012,0.336,238.32,4.4,0,1,11,17,7,12
19446,1.756,0.066,238.15,7.2,0,0,18,20,10,18
19447,0.502,0.208,239.84,2.2,0,2,1,23,5,3
19448,0.738,0.388,241.67,3.4,0,3,0,17,9,3
19449,0.744,0.508,240.57,3.6,0,2,0,21,5,2
19450,0.108,0.0,240.43,0.4,0,0,0,22,8,0
19451,0.332,0.112,244.99,1.4,0,0,1,23,11,1
19452,0.254,0.216,239.14,1.4,0,1,0,15,6,1
19453,1.516,0.24,243.62,6.2,0,1,19,21,4,20
19454,1.038,0.404,238.75,4.6,0,0,12,27,7,12
19455,0.132,0.0,241.96,0.6,0,0,0,25,8,0
19456,1.542,0.074,239.72,6.4,0,0,18,10,1,18
19457,2.396,0.104,238.21,10.2,0,24,0,5,3,24
19458,0.156,0.118,238.97,0.8,0,0,1,7,8,1
19459,0.54,0.158,241.72,2.2,0,0,0,11,5,0
19460,3.03,0.114,236.65,12.8,0,0,17,2,11,17
19461,0.274,0.146,242.06,1.2,0,0,1,28,8,1
19462,2.35,0.048,243.0,9.6,0,1,0,25,3,1
19463,0.318,0.0,240.12,1.2,0,0,0,24,9,0
19464,0.254,0.052,239.08,1.2,0,0,0,4,11,0
19465,0.45,0.096,244.87,2.0,0,2,0,9,3,2
19466,1.984,0.072,242.53,8.2,2,0,18,10,12,20
19467,3.854,0.108,237.94,16.2,0,38,18,10,2,56
19468,0.378,0.098,244.12,1.6,0,0,1,10,5,1
19469,0.288,0.0,245.77,1.2,0,0,1,1,12,1
19470,0.414,0.216,240.69,1.8,0,1,1,14,5,2
19471,1.358,0.08,236.94,5.6,0,1,18,4,5,19
19472,0.2,0.136,240.06,1.0,0,0,0,16,8,0
19473,1.732,0.068,237.77,7.2,0,0,18,31,3,18
19474,0.438,0.17,238.69,2.0,0,1,0,25,10,1
19475,0.348,0.0,237.88,1.8,0,0,0,30,7,0
19476,1.084,0.196,247.77,4.4,0,0,1,17,2,1
19477,1.214,0.054,238.16,5.0,0,0,18,1,6,18
19478,1.724,0.0,240.85,7.2,0,0,0,6,2,0
19479,0.588,0.156,241.55,2.8,0,6,0,7,4,6
19480,3.178,0.266,238.61,13.6,0,32,19,16,9,51
19481,3.72,0.106,236.99,15.8,0,30,17,12,3,47
19482,0.908,0.0,242.9,3.8,2,0,0,5,4,2
19483,2.316,0.0,243.68,9.4,1,0,19,6,1,20
19484,0.818,0.0,244.1,3.2,0,0,1,2,10,1
19485,0.242,0.0,236.39,1.0,0,0,0,4,8,0
19486,1.062,0.046,243.7,4.4,0,0,1,26,1,1
19487,5.064,0.21,233.3,21.6,0,36,18,23,9,54
19488,0.226,0.0,242.3,1.0,0,0,0,2,3,0
19489,0.142,0.0,241.28,0.6,0,0,1,1,8,1
19490,0.378,0.136,242.71,1.6,0,0,0,14,4,0
19491,2.156,0.148,238.99,9.0,0,0,17,27,12,17
19492,1.146,0.0,234.58,4.8,0,0,17,20,6,17
19493,3.868,0.178,237.57,16.2,37,1,17,23,3,55
19494,0.206,0.0,247.78,0.8,0,0,0,21,12,0
19495,0.398,0.0,245.49,1.8,0,0,0,16,1,0
19496,0.408,0.262,242.93,2.0,0,1,1,14,10,2
19497,0.242,0.0,250.59,1.2,0,0,0,11,1,0
19498,1.406,0.05,238.8,5.8,1,0,18,26,9,19
19499,0.126,0.06,241.69,0.8,0,0,1,14,8,1
19500,0.138,0.0,242.08,0.6,0,0,1,25,6,1
19501,1.84,0.102,245.0,7.4,0,0,19,29,1,19
19502,0.296,0.182,243.31,1.4,0,1,1,5,8,2
19503,1.226,0.0,240.7,5.0,0,0,18,19,7,18
19504,0.406,0.366,241.57,2.2,0,2,1,27,7,3
19505,1.568,0.046,242.42,6.4,0,3,18,4,3,21
19506,0.226,0.0,245.43,1.0,0,0,0,23,11,0
19507,0.526,0.14,247.9,2.2,0,0,0,11,5,0
19508,0.212,0.0,243.73,0.8,0,0,0,17,1,0
19509,1.176,0.0,234.02,5.0,0,1,16,9,8,17
19510,1.35,0.09,239.33,5.6,0,0,18,10,6,18
19511,1.388,0.202,240.88,5.8,0,1,0,22,7,1
19512,0.57,0.144,240.22,2.4,0,0,1,13,5,1
19513,0.368,0.14,244.75,1.6,0,0,0,8,4,0
19514,1.396,0.08,241.91,5.8,0,0,0,16,2,0
19515,0.136,0.0,242.66,0.6,0,0,1,9,9,1
19516,0.424,0.21,242.71,2.0,0,1,0,25,11,1
19517,1.836,0.086,237.18,8.4,0,1,17,24,12,18
19518,0.414,0.082,235.96,1.8,0,0,0,22,3,0
19519,0.608,0.308,244.58,2.8,0,2,1,11,5,3
19520,0.304,0.192,238.04,1.4,0,0,0,31,7,0
19521,1.004,0.0,239.34,4.2,0,0,0,5,2,0
19522,0.338,0.136,245.83,1.4,0,0,0,31,12,0
19523,1.234,0.0,241.4,5.0,0,0,19,31,5,19
19524,1.8,0.076,239.7,7.4,0,0,0,7,12,0
19525,2.816,0.126,246.82,11.4,40,0,1,14,12,41
19526,2.78,0.34,237.09,11.8,0,1,18,31,3,19
19527,0.274,0.278,241.71,1.6,0,1,1,13,8,2
19528,2.16,0.088,234.7,9.4,0,31,0,23,5,31
19529,0.14,0.0,241.82,0.6,0,0,1,7,7,1
19530,1.542,0.0,241.87,6.4,0,0,0,16,12,0
19531,1.416,0.086,243.45,5.8,0,0,18,25,2,18
19532,1.716,0.22,240.21,7.2,0,1,18,31,12,19
19533,1.88,0.154,242.51,7.8,0,0,18,10,7,18
19534,1.824,0.218,238.87,7.6,2,0,18,12,7,20
19535,0.344,0.074,243.49,1.4,0,0,1,21,5,1
19536,0.122,0.0,234.59,0.6,0,0,0,19,7,0
19537,1.636,0.098,241.51,6.8,1,1,18,20,1,20
19538,1.284,0.1,237.82,5.4,0,2,18,15,7,20
19539,0.16,0.0,239.81,0.6,0,0,0,16,6,0
19540,0.546,0.07,242.2,2.6,0,0,0,7,11,0
19541,1.49,0.222,243.28,6.2,0,1,19,31,10,20
19542,1.752,0.098,245.53,7.2,0,0,1,4,1,1
19543,0.412,0.2,244.65,1.8,0,0,0,29,3,0
19544,0.232,0.0,242.41,1.0,0,0,1,1,6,1
19545,0.346,0.076,245.25,1.4,0,0,0,7,3,0
19546,0.546,0.0,244.3,2.2,0,0,1,7,12,1
19547,2.912,0.304,235.12,12.6,1,20,18,17,5,39
19548,0.282,0.0,239.24,1.2,1,0,0,1,7,1
19549,0.198,0.0,236.99,0.8,0,0,0,2,11,0
19550,0.256,0.162,242.57,1.4,0,1,0,9,9,1
19551,0.248,0.102,240.39,1.2,0,1,1,4,7,2
19552,0.304,0.182,241.32,1.4,0,1,1,13,7,2
19553,0.272,0.0,239.93,1.2,0,0,0,3,4,0
19554,0.408,0.078,238.11,2.0,0,0,1,22,7,1
19555,1.354,0.066,242.78,5.6,0,0,19,13,10,19
19556,1.86,0.094,242.24,7.6,0,0,20,16,2,20
19557,0.206,0.13,239.55,1.0,0,0,0,19,8,0
19558,0.252,0.0,239.92,1.0,0,0,0,14,4,0
19559,0.326,0.0,241.49,1.4,0,0,0,14,12,0
19560,1.75,0.102,238.49,7.4,0,0,1,16,10,1
19561,0.266,0.0,243.46,1.0,0,0,1,24,4,1
19562,0.394,0.14,245.19,1.8,0,1,0,24,4,1
19563,2.904,0.282,235.61,12.8,0,0,0,15,9,0
19564,0.398,0.1,241.54,1.6,0,0,0,19,3,0
19565,1.214,0.0,239.76,5.0,0,0,18,17,7,18
19566,1.848,0.076,239.99,7.6,0,0,0,30,3,0
19567,0.466,0.244,250.92,2.2,0,0,0,22,12,0
19568,2.576,0.194,239.69,11.0,0,0,19,2,10,19
19569,0.28,0.0,241.13,1.2,0,0,1,11,5,1
19570,0.47,0.208,242.82,2.2,0,0,1,13,5,1
19571,0.1,0.0,243.32,0.4,0,0,0,18,6,0
19572,0.604,0.23,241.34,3.0,0,0,7,13,8,7
19573,0.39,0.236,239.98,1.8,0,1,0,14,4,1
19574,1.824,0.394,242.79,7.6,1,0,19,13,3,20
19575,1.03,0.106,238.88,4.4,0,0,11,18,4,11
19576,0.304,0.102,240.72,1.4,0,0,0,3,7,0
19577,0.968,0.0,239.75,4.2,0,0,0,19,2,0
19578,0.314,0.0,241.7,1.6,0,0,0,20,6,0
19579,0.134,0.0,243.79,0.6,0,0,0,11,9,0
19580,0.27,0.08,240.69,1.2,0,0,0,19,6,0
19581,0.316,0.196,240.42,1.4,0,2,1,16,7,3
19582,0.23,0.0,242.28,1.0,0,0,1,24,5,1
19583,0.25,0.152,242.57,1.2,0,0,1,26,8,1
19584,0.33,0.0,243.82,1.6,0,0,0,21,1,0
19585,1.664,0.0,239.2,7.0,0,0,18,23,12,18
19586,0.74,0.216,241.47,3.2,0,1,0,17,4,1
19587,2.676,0.05,244.12,11.0,0,0,22,21,4,22
19588,2.008,0.194,239.19,8.4,0,0,19,25,9,19
19589,1.506,0.236,241.15,6.2,0,1,19,8,4,20
19590,0.372,0.074,242.57,1.6,0,1,1,2,11,2
19591,1.05,0.126,242.83,6.2,17,0,0,26,6,17
19592,0.232,0.0,247.0,1.0,0,0,0,25,12,0
19593,0.268,0.102,241.14,1.2,0,0,1,2,6,1
19594,0.142,0.048,241.86,0.6,0,0,1,20,8,1
19595,0.25,0.0,242.42,1.0,0,0,1,30,4,1
19596,0.482,0.336,240.82,2.4,0,1,1,28,4,2
19597,0.22,0.118,243.13,1.0,0,0,1,1,10,1
19598,1.206,0.0,240.56,5.0,0,0,19,4,7,19
19599,2.092,0.064,241.05,8.6,0,0,0,14,1,0
19600,1.476,0.054,242.75,6.0,0,0,19,17,5,19
19601,1.6,0.316,239.14,6.8,0,1,18,26,8,19
19602,2.634,0.272,242.41,10.8,0,38,0,3,9,38
19603,0.252,0.0,244.59,1.0,0,0,0,25,3,0
19604,0.27,0.0,241.65,1.2,0,0,0,30,3,0
19605,0.282,0.06,241.64,1.2,0,0,0,1,7,0
19606,1.294,0.434,241.97,5.6,0,1,11,21,3,12
19607,0.42,0.232,244.69,1.8,0,0,0,24,4,0
19608,1.482,0.0,240.96,6.0,0,0,18,12,2,18
19609,3.326,0.326,241.45,13.8,40,1,0,16,1,41
19610,1.7,0.246,243.86,7.0,0,0,0,30,12,0
19611,0.344,0.09,239.36,1.4,0,0,1,10,5,1
19612,1.958,0.05,243.1,8.0,0,0,18,22,12,18
19613,0.4,0.294,244.21,2.0,0,1,0,8,1,1
19614,0.322,0.072,237.74,1.4,0,1,0,7,6,1
19615,0.322,0.104,243.81,1.4,0,0,1,28,11,1
19616,0.342,0.136,241.59,1.4,0,0,1,10,12,1
19617,1.8,0.0,244.75,7.4,0,0,19,5,2,19
19618,1.406,0.066,241.4,5.8,0,0,18,11,5,18
19619,2.594,0.066,241.25,10.8,0,0,0,20,11,0
19620,0.382,0.104,247.09,1.6,0,0,0,4,1,0
19621,5.25,0.2,232.64,22.4,37,0,17,24,10,54
19622,0.418,0.186,243.03,1.8,0,0,0,18,12,0
19623,0.102,0.0,235.23,0.4,0,0,0,3,8,0
19624,0.17,0.14,240.1,0.8,0,1,0,31,8,1
19625,1.472,0.104,240.36,6.0,0,0,18,8,4,18
19626,0.338,0.062,241.22,1.4,0,0,0,6,4,0
19627,0.302,0.088,244.44,1.2,0,0,0,31,3,0
19628,1.552,0.218,243.54,6.4,0,1,18,11,3,19
19629,3.398,0.106,243.24,14.2,0,2,19,7,1,21
19630,0.258,0.0,244.74,1.0,0,0,0,14,2,0
19631,4.244,0.426,237.04,18.0,38,0,18,22,4,56
19632,0.164,0.0,241.38,0.8,0,0,0,14,7,0
19633,0.386,0.236,243.0,1.8,0,1,0,29,9,1
19634,0.38,0.242,241.49,1.8,0,0,0,6,6,0
19635,0.214,0.06,244.08,0.8,0,0,0,26,11,0
19636,0.364,0.084,243.32,1.6,0,0,0,13,11,0
19637,1.222,0.0,240.95,5.0,0,0,17,19,9,17
19638,1.354,0.168,229.05,5.8,0,2,16,21,5,18
19639,0.31,0.098,246.58,1.2,0,0,0,3,1,0
19640,0.56,0.07,239.41,2.4,0,0,1,5,10,1
19641,1.43,0.084,241.17,5.8,0,0,18,19,3,18
19642,0.38,0.106,240.92,1.6,0,0,1,24,4,1
19643,0.136,0.0,241.53,0.6,0,0,1,8,9,1
19644,3.778,0.1,241.9,15.6,38,1,19,8,3,58
19645,1.22,0.176,237.8,5.2,0,2,0,24,1,2
19646,0.262,0.112,240.44,1.2,0,0,1,29,7,1
19647,3.398,0.144,239.7,14.2,0,36,0,17,1,36
19648,1.512,0.09,241.54,6.2,0,0,19,17,1,19
19649,1.692,0.164,245.54,6.8,0,0,19,28,3,19
19650,0.476,0.084,243.54,2.0,0,0,0,24,12,0
19651,0.738,0.0,241.92,3.2,0,0,0,18,12,0
19652,1.348,0.0,239.49,5.6,0,0,17,19,3,17
19653,0.546,0.098,240.58,2.2,3,0,1,17,9,4
19654,1.866,0.086,237.67,7.8,0,0,0,19,10,0
19655,0.23,0.0,244.76,1.0,0,0,0,22,3,0
19656,0.25,0.116,239.89,1.2,0,0,1,13,8,1
19657,0.316,0.108,241.5,1.4,0,0,0,4,11,0
19658,0.204,0.0,243.5,1.0,0,0,0,24,8,0
19659,1.308,0.056,240.58,5.4,0,0,18,6,1,18
19660,0.482,0.324,246.41,2.4,1,3,0,7,2,4
19661,1.346,0.076,241.6,5.6,0,1,19,13,6,20
19662,0.196,0.112,234.33,1.0,0,0,0,30,7,0
19663,2.054,0.298,240.89,8.6,0,1,18,20,4,19
19664,0.402,0.066,241.41,2.2,0,0,4,13,9,4
19665,0.252,0.08,236.79,1.2,0,2,0,24,4,2
19666,0.32,0.054,238.25,1.6,0,0,0,5,9,0
19667,0.236,0.0,247.51,1.0,0,0,0,15,12,0
19668,0.404,0.232,240.84,1.8,0,2,0,8,11,2
19669,0.252,0.052,241.44,1.0,0,0,1,17,4,1
19670,0.256,0.124,243.29,1.2,0,0,1,21,6,1
19671,1.334,0.088,241.5,5.4,0,0,18,30,5,18
19672,0.412,0.13,243.1,2.0,0,0,0,7,4,0
19673,0.148,0.0,236.45,0.6,0,0,0,8,8,0
19674,0.158,0.05,241.0,0.8,0,0,1,14,9,1
19675,1.328,0.0,241.2,5.4,0,0,19,19,4,19
19676,2.742,0.0,239.2,11.4,0,2,18,11,2,20
19677,1.45,0.094,244.8,5.8,0,0,19,19,11,19
19678,1.302,0.09,240.98,5.4,0,0,18,19,7,18
19679,0.364,0.122,242.75,1.6,0,0,0,10,2,0
19680,0.944,0.314,240.54,4.0,0,2,12,22,7,14
19681,2.08,0.0,241.64,8.6,0,0,18,28,1,18
19682,0.482,0.304,236.53,2.4,0,1,0,4,6,1
19683,0.344,0.106,246.94,1.4,0,0,0,15,3,0
19684,1.37,0.0,238.31,5.8,0,0,18,7,9,18
19685,0.244,0.06,242.8,1.0,0,0,0,12,12,0
19686,1.804,0.202,239.88,7.6,0,0,1,28,6,1
19687,0.49,0.136,233.9,3.4,0,0,0,9,5,0
19688,1.9,0.082,239.23,8.4,0,0,0,14,11,0
19689,0.286,0.096,241.27,1.2,0,0,1,27,8,1
19690,0.32,0.114,241.83,1.4,0,2,0,13,10,2
19691,1.316,0.0,237.78,5.4,1,0,17,9,1,18
19692,0.898,0.216,240.92,4.0,0,2,1,5,6,3
19693,0.312,0.06,243.26,1.4,0,0,1,16,10,1
19694,0.534,0.18,235.34,2.4,0,0,0,4,8,0
19695,0.272,0.0,236.38,1.2,0,0,0,30,5,0
19696,2.522,0.182,242.15,10.4,0,0,29,30,4,29
19697,0.25,0.09,241.11,1.0,0,1,1,24,8,2
19698,0.312,0.098,236.73,1.4,0,0,0,4,8,0
19699,1.468,0.202,241.32,6.0,0,2,18,20,12,20
19700,0.388,0.244,239.82,2.0,0,2,3,24,7,5
19701,1.4,0.048,230.67,6.0,0,0,16,28,5,16
19702,0.348,0.112,243.22,1.4,0,0,1,13,10,1
19703,3.112,0.564,238.18,14.0,18,1,17,1,12,36
19704,0.73,0.0,240.45,3.0,0,0,0,19,6,0
19705,0.308,0.198,240.74,1.4,0,2,1,16,7,3
19706,1.212,0.0,241.6,5.0,0,0,19,11,9,19
19707,0.448,0.208,239.83,2.2,0,1,0,14,9,1
19708,0.184,0.084,235.69,0.8,0,2,0,11,5,2
19709,0.19,0.154,241.75,1.0,0,0,0,11,8,0
19710,1.472,0.14,239.62,6.2,1,0,18,3,12,19
19711,0.242,0.112,238.36,1.0,0,0,0,1,9,0
19712,1.548,0.15,241.41,6.4,0,0,19,23,3,19
19713,0.484,0.31,243.26,2.4,0,1,0,14,2,1
19714,0.244,0.0,244.35,1.0,0,0,0,30,4,0
19715,0.364,0.102,243.45,1.6,0,1,0,5,1,1
19716,0.174,0.0,242.67,1.0,0,0,0,13,7,0
19717,3.058,0.046,239.94,12.8,1,1,17,26,6,19
19718,1.474,0.282,240.4,6.2,0,2,18,14,6,20
19719,0.314,0.104,242.87,1.4,0,0,0,13,3,0
19720,1.24,0.0,241.49,5.0,0,0,0,26,1,0
19721,1.524,0.0,240.59,6.4,0,0,3,16,9,3
19722,0.924,0.0,246.01,3.8,0,0,0,27,3,0
19723,1.388,0.196,232.79,6.0,0,0,17,5,6,17
19724,2.432,0.362,242.55,10.0,0,1,18,8,3,19
19725,0.24,0.102,243.4,1.0,0,0,1,28,7,1
19726,0.536,0.0,243.94,2.2,0,0,1,26,11,1
19727,0.572,0.206,243.62,2.4,0,0,0,20,5,0
19728,0.442,0.074,238.11,2.0,0,0,1,5,7,1
19729,0.488,0.076,240.21,2.2,0,0,0,11,3,0
19730,2.606,0.172,243.01,10.6,0,0,29,21,4,29
19731,2.548,0.054,235.41,10.8,0,0,18,2,2,18
19732,4.03,0.066,235.07,17.6,1,0,17,10,2,18
19733,1.01,0.222,240.55,4.2,0,0,0,5,2,0
19734,0.222,0.0,243.91,0.8,0,0,0,27,2,0
19735,0.216,0.0,244.89,0.8,0,0,0,21,1,0
19736,2.782,0.0,234.04,11.8,0,37,1,2,6,38
19737,0.424,0.238,247.43,2.0,0,2,0,3,2,2
19738,2.116,0.108,240.76,9.2,0,0,18,14,1,18
19739,0.266,0.102,240.56,1.2,0,0,1,5,7,1
19740,1.504,0.14,242.57,6.2,0,2,0,24,11,2
19741,0.448,0.232,242.35,2.0,0,2,1,19,5,3
19742,0.17,0.0,241.91,0.8,0,0,1,5,7,1
19743,0.25,0.14,246.42,1.2,0,2,0,17,9,2
19744,1.418,0.052,242.65,5.8,0,0,19,11,5,19
19745,0.156,0.124,241.57,0.8,0,0,1,17,8,1
19746,1.688,0.252,238.31,7.0,0,1,18,28,11,19
19747,0.15,0.116,237.85,0.8,0,0,1,7,8,1
19748,4.192,0.16,236.62,17.6,0,0,17,23,12,17
19749,2.484,0.254,238.19,11.2,0,13,18,6,5,31
19750,1.756,0.056,239.55,7.2,0,0,18,22,12,18
19751,0.358,0.238,244.77,1.8,0,1,0,7,6,1
19752,2.2,0.0,242.4,9.0,0,0,19,8,1,19
19753,3.484,0.16,235.83,15.0,1,2,18,24,2,21
19754,1.528,0.204,241.24,6.4,1,1,18,24,2,20
19755,0.232,0.05,243.32,1.0,0,0,1,21,10,1
19756,0.514,0.06,242.34,2.0,0,0,0,25,7,0
19757,0.128,0.0,240.79,0.6,0,0,0,20,8,0
19758,0.236,0.154,235.45,1.2,0,0,0,13,8,0
19759,0.318,0.222,242.54,1.6,0,1,1,14,5,2
19760,2.472,0.154,230.69,10.6,0,1,16,25,4,17
19761,0.296,0.082,242.51,1.2,0,1,0,20,3,1
19762,0.402,0.0,244.2,1.8,0,0,0,2,12,0
19763,0.856,0.33,240.17,3.8,0,0,10,14,8,10
19764,0.316,0.072,246.22,1.4,0,0,0,8,2,0
19765,0.272,0.104,238.27,1.2,0,0,0,15,7,0
19766,2.862,0.046,236.17,12.0,0,0,18,23,10,18
19767,0.38,0.068,242.71,1.6,0,1,1,29,10,2
19768,0.27,0.086,240.44,1.2,0,0,1,24,6,1
19769,0.156,0.0,242.02,0.6,0,0,1,14,8,1
19770,0.11,0.0,242.55,0.6,0,0,0,11,9,0
19771,0.54,0.266,242.13,2.4,1,1,0,5,9,2
19772,0.234,0.134,242.87,1.0,0,0,1,13,7,1
19773,1.986,0.0,232.27,8.4,0,2,16,23,5,18
19774,0.682,0.154,241.71,2.8,0,0,1,12,10,1
19775,1.372,0.194,238.02,5.8,0,2,18,17,7,20
19776,0.322,0.086,242.12,1.4,0,2,1,6,10,3
19777,0.1,0.0,236.87,0.4,0,0,0,7,8,0
19778,0.342,0.09,241.51,1.4,0,0,0,3,5,0
19779,2.246,0.16,243.01,9.2,0,0,29,26,4,29
19780,5.464,0.264,236.95,23.2,0,34,18,22,2,52
