Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
20/10/2009,22:53:00,0.232,0.048,244.460,1.000,0.000,0.000,0.0
5/4/2008,06:53:00,0.392,0.196,243.150,1.800,0.000,0.000,0.0
2/2/2010,22:38:00,1.898,0.068,241.750,7.800,0.000,0.000,18.0
23/12/2009,14:54:00,0.382,0.254,252.840,1.800,0.000,0.000,0.0
31/1/2010,11:23:00,2.038,0.182,244.280,8.400,0.000,0.000,19.0
27/5/2008,15:17:00,0.498,0.080,240.180,2.000,0.000,1.000,1.0
2/9/2010,09:58:00,1.458,0.084,239.510,6.000,0.000,0.000,19.0
28/1/2009,02:23:00,0.222,0.000,247.400,0.800,0.000,0.000,0.0
3/1/2010,23:09:00,0.308,0.000,247.750,1.200,0.000,0.000,0.0
11/5/2008,14:23:00,2.006,0.122,240.610,8.400,0.000,0.000,19.0
15/6/2007,01:38:00,0.250,0.232,240.740,1.400,0.000,1.000,0.0
21/12/2008,09:06:00,3.210,0.000,239.450,13.400,0.000,0.000,15.0
5/6/2008,22:17:00,2.640,0.258,237.430,11.000,38.000,2.000,1.0
20/9/2009,08:01:00,0.158,0.000,243.820,0.800,0.000,0.000,1.0
22/11/2008,12:07:00,2.198,0.442,238.840,9.600,0.000,1.000,0.0
28/8/2007,10:10:00,0.528,0.000,239.370,2.200,0.000,0.000,0.0
2/2/2008,07:58:00,1.648,0.000,241.920,6.800,0.000,0.000,0.0
19/8/2010,05:06:00,?,?,?,?,?,?,
5/9/2007,23:09:00,1.402,0.100,242.330,5.800,0.000,0.000,18.0
1/9/2007,07:56:00,1.834,0.134,238.700,9.600,0.000,0.000,0.0
11/5/2008,21:51:00,0.904,0.130,237.470,4.000,0.000,0.000,1.0
9/2/2009,01:17:00,0.286,0.000,249.130,1.200,0.000,0.000,0.0
27/11/2009,00:03:00,0.414,0.216,243.240,1.800,0.000,0.000,0.0
15/8/2008,01:11:00,0.174,0.152,240.670,0.800,0.000,0.000,1.0
16/6/2010,01:48:00,1.444,0.306,241.190,6.000,0.000,0.000,12.0
8/11/2008,01:48:00,0.354,0.046,241.110,1.600,0.000,1.000,0.0
18/7/2010,14:30:00,0.176,0.000,240.210,1.000,0.000,0.000,1.0
25/9/2009,01:46:00,0.380,0.350,241.520,2.000,0.000,2.000,1.0
28/5/2007,16:10:00,0.580,0.086,237.690,2.400,2.000,0.000,0.0
9/9/2007,08:20:00,0.818,0.190,238.560,4.000,0.000,0.000,0.0
9/4/2009,17:46:00,0.490,0.000,242.070,2.000,0.000,0.000,1.0
15/5/2008,18:10:00,0.422,0.084,240.440,2.000,0.000,0.000,1.0
24/10/2010,05:11:00,0.400,0.112,246.380,1.600,0.000,0.000,1.0
7/7/2009,19:58:00,0.632,0.118,242.840,2.600,0.000,1.000,0.0
9/2/2010,08:37:00,1.494,0.192,240.840,6.200,0.000,0.000,18.0
7/6/2007,09:37:00,1.194,0.000,234.010,5.000,0.000,0.000,17.0
11/10/2009,23:19:00,0.388,0.086,242.950,1.600,0.000,1.000,1.0
25/2/2009,08:49:00,1.406,0.070,236.470,5.800,1.000,0.000,17.0
20/9/2009,12:18:00,2.164,0.368,239.200,9.200,0.000,1.000,29.0
27/4/2009,00:23:00,0.414,0.142,242.230,1.800,0.000,0.000,0.0
6/3/2008,05:14:00,1.402,0.100,241.060,5.800,0.000,0.000,0.0
20/3/2010,09:49:00,?,?,?,?,?,?,
25/11/2010,23:13:00,1.726,0.088,244.86,7.0,0.0,0.0,18.0
28/10/2008,07:22:00,0.382,0.186,242.650,1.600,0.000,0.000,0.0
9/3/2010,10:27:00,1.540,0.076,243.320,6.200,0.000,0.000,19.0
7/12/2007,17:13:00,2.126,0.076,236.580,9.000,0.000,1.000,0.0
23/8/2009,18:58:00,0.478,0.288,242.790,2.200,0.000,0.000,0.0
29/5/2008,21:44:00,0.674,0.048,240.780,3.200,1.000,0.000,1.0
4/8/2010,04:54:00,0.154,0.000,240.110,0.600,0.000,0.000,1.0
18/2/2010,21:03:00,2.008,0.050,242.540,8.200,0.000,0.000,19.0
31/1/2008,09:42:00,1.698,0.122,239.610,7.000,0.000,0.000,18.0
14/11/2009,06:57:00,1.786,0.000,238.200,7.400,0.000,0.000,18.0
7/11/2010,09:56:00,1.626,0.07,236.22,6.8,0.0,0.0,18.0
13/9/2008,15:24:00,1.654,0.346,239.890,7.000,0.000,2.000,18.0
13/11/2007,14:19:00,1.754,0.000,243.370,7.200,0.000,1.000,18.0
14/6/2009,10:38:00,?,?,?,?,?,?,
3/9/2010,21:11:00,1.368,0.238,239.940,5.800,1.000,1.000,1.0
21/8/2007,12:44:00,0.212,0.140,241.580,1.000,0.000,0.000,0.0
19/1/2009,02:56:00,0.312,0.068,246.590,1.200,0.000,0.000,0.0
14/3/2009,07:22:00,3.192,0.098,239.330,13.600,0.000,0.000,17.0
23/7/2009,22:36:00,0.864,0.286,245.330,3.600,0.000,0.000,11.0
28/3/2010,23:52:00,0.408,0.084,241.380,1.800,0.000,0.000,0.0
30/3/2007,00:55:00,0.286,0.104,242.210,1.200,0.000,1.000,0.0
14/1/2007,12:50:00,0.278,0.000,239.700,1.200,0.000,0.000,0.0
14/2/2009,12:15:00,1.316,0.000,240.460,5.400,0.000,0.000,17.0
11/6/2008,12:36:00,0.284,0.146,238.280,1.400,0.000,0.000,1.0
19/9/2008,18:52:00,1.404,0.226,240.340,5.800,0.000,0.000,18.0
29/7/2009,05:46:00,0.232,0.086,242.400,1.000,0.000,0.000,1.0
22/11/2009,02:22:00,0.390,0.092,243.290,1.800,0.000,0.000,1.0
20/4/2009,11:08:00,1.324,0.000,240.700,5.400,0.000,0.000,18.0
19/7/2009,12:32:00,1.544,0.336,240.130,6.400,0.000,1.000,18.0
19/9/2007,06:23:00,1.394,0.000,242.070,5.600,0.000,0.000,18.0
28/11/2008,20:12:00,4.456,0.114,240.030,18.400,38.000,0.000,18.0
7/1/2009,16:37:00,0.302,0.000,252.050,1.200,0.000,0.000,0.0
20/6/2007,11:36:00,0.386,0.090,238.360,2.000,0.000,0.000,0.0
18/12/2008,11:49:00,1.318,0.000,241.030,5.400,0.000,0.000,18.0
26/1/2007,15:26:00,0.216,0.000,246.200,1.000,0.000,0.000,0.0
9/11/2008,16:40:00,2.932,0.180,239.920,12.200,0.000,1.000,17.0
21/9/2007,13:02:00,0.110,0.000,241.150,0.600,0.000,0.000,0.0
20/11/2007,12:51:00,1.422,0.088,240.100,5.800,0.000,0.000,18.0
28/12/2009,20:42:00,2.706,0.228,239.350,11.200,0.000,0.000,18.0
27/5/2008,16:13:00,2.952,0.236,239.080,12.600,0.000,25.000,19.0
1/6/2010,16:00:00,1.498,0.000,240.420,6.200,0.000,0.000,18.0
18/10/2008,22:09:00,2.628,0.164,237.370,11.000,0.000,1.000,1.0
6/7/2010,14:24:00,0.612,0.064,237.160,2.600,0.000,0.000,1.0
21/3/2007,01:19:00,1.290,0.000,241.290,5.200,0.000,0.000,18.0
15/7/2007,13:09:00,1.340,0.188,236.860,5.600,0.000,0.000,18.0
27/8/2009,07:14:00,0.646,0.388,241.160,3.200,0.000,1.000,0.0
27/12/2009,13:37:00,1.370,0.000,242.550,5.600,0.000,0.000,19.0
20/5/2008,01:34:00,0.190,0.000,240.830,0.800,0.000,0.000,1.0
10/11/2007,19:45:00,2.742,0.260,233.850,11.600,0.000,0.000,16.0
23/11/2010,00:12:00,0.398,0.21,242.9,1.8,0.0,1.0,0.0
2/1/2009,21:04:00,1.438,0.176,242.370,5.800,0.000,0.000,0.0
3/8/2008,18:17:00,0.216,0.098,234.960,1.000,0.000,0.000,0.0
11/3/2007,01:33:00,2.294,0.060,238.380,9.600,0.000,0.000,0.0
18/7/2008,05:09:00,0.246,0.102,239.680,1.000,0.000,2.000,0.0
6/9/2009,01:48:00,0.202,0.000,243.080,0.800,0.000,0.000,1.0
1/3/2010,03:03:00,0.248,0.000,243.860,1.000,0.000,0.000,1.0
12/5/2009,01:28:00,0.420,0.100,241.660,1.800,0.000,0.000,1.0
21/2/2008,04:19:00,0.308,0.092,246.480,1.200,0.000,0.000,0.0
17/5/2010,16:16:00,1.696,0.086,241.210,7.000,0.000,0.000,18.0
12/10/2007,22:42:00,0.324,0.104,242.300,1.400,0.000,0.000,0.0
2/10/2010,19:21:00,1.922,0.000,237.710,8.000,0.000,0.000,0.0
14/12/2008,05:55:00,0.376,0.096,244.530,1.600,0.000,0.000,0.0
30/12/2008,22:19:00,0.362,0.000,241.970,1.400,0.000,0.000,0.0
16/1/2007,20:11:00,1.396,0.172,240.380,6.000,0.000,0.000,0.0
10/4/2007,12:50:00,0.220,0.000,242.770,1.000,0.000,0.000,0.0
7/2/2007,22:04:00,3.518,0.214,235.000,15.000,2.000,1.000,17.0
20/5/2009,14:45:00,0.286,0.000,243.680,1.200,0.000,0.000,1.0
24/3/2008,14:54:00,3.976,0.336,242.050,16.400,1.000,38.000,18.0
25/2/2008,13:28:00,0.210,0.000,238.590,0.800,0.000,0.000,0.0
31/12/2006,20:44:00,2.514,0.194,234.840,10.600,0.000,0.000,0.0
28/11/2007,02:01:00,0.280,0.000,243.810,1.200,0.000,0.000,0.0
16/12/2008,06:59:00,5.136,0.048,239.750,22.000,0.000,0.000,18.0
12/12/2008,04:30:00,0.216,0.052,246.360,0.800,0.000,0.000,0.0
6/6/2008,05:26:00,1.264,0.000,239.200,5.200,0.000,0.000,19.0
15/6/2010,05:29:00,0.176,0.000,241.910,0.800,0.000,0.000,0.0
22/12/2008,16:13:00,0.978,0.138,241.770,4.200,0.000,1.000,0.0
10/7/2010,02:41:00,0.230,0.056,240.580,1.000,0.000,0.000,1.0
19/2/2009,15:03:00,0.522,0.092,243.330,2.200,0.000,0.000,0.0
15/3/2009,13:00:00,0.328,0.098,245.290,1.400,0.000,0.000,0.0
12/4/2009,22:54:00,0.612,0.164,242.790,2.600,0.000,0.000,0.0
29/10/2008,00:40:00,1.938,0.214,239.630,8.000,0.000,0.000,0.0
20/4/2007,03:47:00,0.200,0.104,240.610,1.000,0.000,0.000,0.0
9/8/2007,02:41:00,0.122,0.000,234.120,0.600,0.000,0.000,0.0
24/10/2008,20:19:00,3.732,0.490,238.010,15.800,1.000,37.000,0.0
15/12/2007,15:44:00,1.474,0.060,244.790,6.000,0.000,0.000,19.0
22/6/2007,00:57:00,0.288,0.258,242.820,1.600,0.000,1.000,0.0
12/6/2007,18:36:00,3.890,0.306,235.700,17.200,53.000,0.000,0.0
10/8/2010,07:11:00,0.236,0.092,241.930,1.000,0.000,0.000,0.0
5/6/2008,19:50:00,3.348,0.474,232.650,14.800,37.000,2.000,1.0
9/10/2010,01:48:00,0.472,0.178,240.880,2.000,0.000,1.000,0.0
27/2/2009,08:15:00,1.512,0.284,240.470,6.400,0.000,1.000,18.0
16/7/2007,05:55:00,0.320,0.246,243.460,1.600,0.000,1.000,0.0
23/1/2010,16:20:00,0.952,0.416,243.700,4.200,0.000,0.000,1.0
25/9/2009,10:06:00,1.192,0.000,239.740,4.800,0.000,0.000,18.0
2/11/2007,05:45:00,1.464,0.220,240.830,6.000,0.000,1.000,18.0
19/9/2008,11:42:00,0.820,0.254,238.840,4.800,0.000,0.000,1.0
16/5/2010,05:58:00,0.916,0.156,241.550,3.800,0.000,0.000,11.0
14/1/2009,11:35:00,1.966,0.136,240.260,8.200,0.000,0.000,18.0
13/12/2007,07:10:00,1.110,0.126,240.990,4.600,0.000,0.000,0.0
18/5/2009,10:24:00,1.412,0.086,241.370,5.800,0.000,0.000,18.0
11/8/2010,19:20:00,0.326,0.234,239.370,1.600,0.000,2.000,1.0
4/8/2009,05:16:00,1.348,0.158,241.160,5.600,0.000,0.000,18.0
21/4/2007,04:52:00,0.300,0.226,241.640,1.600,0.000,0.000,0.0
3/5/2010,20:05:00,2.432,0.258,236.450,10.200,2.000,1.000,17.0
11/6/2007,17:35:00,0.284,0.232,240.990,1.400,0.000,0.000,0.0
19/10/2009,06:51:00,3.692,0.298,239.320,15.400,0.000,1.000,19.0
26/2/2010,16:33:00,1.928,0.000,242.230,7.800,0.000,1.000,18.0
3/1/2010,09:25:00,0.558,0.178,241.410,2.400,0.000,0.000,1.0
29/4/2008,01:45:00,0.424,0.226,239.930,2.000,0.000,1.000,1.0
25/4/2008,17:48:00,0.248,0.000,241.000,1.000,0.000,0.000,1.0
12/3/2007,10:44:00,1.960,0.112,236.690,8.400,0.000,0.000,17.0
10/9/2010,10:27:00,0.698,0.220,243.340,3.400,0.000,0.000,8.0
4/5/2009,17:49:00,0.902,0.000,241.740,3.800,0.000,0.000,1.0
22/12/2009,15:07:00,0.330,0.118,250.100,1.400,0.000,0.000,0.0
21/2/2010,20:25:00,3.212,0.298,239.060,13.400,0.000,1.000,18.0
24/2/2007,03:04:00,0.220,0.000,241.810,0.800,0.000,0.000,0.0
31/12/2009,06:12:00,0.356,0.128,244.180,1.400,0.000,0.000,0.0
4/2/2008,14:31:00,1.392,0.070,243.590,5.600,0.000,0.000,18.0
25/5/2007,06:37:00,1.926,0.066,236.940,8.000,0.000,0.000,18.0
6/7/2007,08:35:00,1.318,0.092,240.410,5.400,0.000,1.000,17.0
19/5/2009,21:06:00,1.114,0.182,244.820,4.600,1.000,1.000,0.0
22/7/2007,13:42:00,0.262,0.104,237.810,1.200,0.000,0.000,0.0
7/9/2009,12:02:00,0.212,0.100,244.850,1.000,0.000,0.000,1.0
18/2/2007,12:47:00,2.664,0.166,239.200,11.200,0.000,23.000,18.0
26/4/2009,23:43:00,0.394,0.124,245.000,1.600,0.000,0.000,1.0
1/11/2010,15:18:00,1.37,0.0,244.78,5.6,0.0,0.0,19.0
16/7/2008,13:56:00,0.262,0.000,241.900,1.000,1.000,0.000,1.0
9/10/2007,15:21:00,4.890,0.158,237.530,21.000,38.000,17.000,17.0
15/10/2008,11:35:00,1.586,0.196,239.250,6.600,0.000,3.000,18.0
16/8/2008,19:15:00,0.178,0.156,242.710,0.800,0.000,0.000,1.0
25/12/2006,15:07:00,4.334,0.132,244.590,17.600,40.000,0.000,19.0
11/7/2008,19:35:00,0.212,0.108,241.530,1.000,0.000,0.000,1.0
24/11/2008,23:01:00,1.808,0.068,242.990,7.400,1.000,0.000,0.0
30/4/2009,01:59:00,1.418,0.000,244.200,5.800,0.000,0.000,19.0
27/1/2009,19:13:00,1.408,0.052,241.600,5.800,0.000,0.000,0.0
24/12/2007,14:57:00,1.970,0.216,240.880,8.200,1.000,1.000,18.0
29/2/2008,06:35:00,1.266,0.000,238.900,5.200,0.000,0.000,18.0
18/11/2007,19:18:00,6.348,0.266,234.630,27.000,38.000,1.000,17.0
19/9/2010,18:02:00,1.270,0.070,239.920,5.400,0.000,0.000,15.0
19/12/2008,20:31:00,3.986,0.168,240.330,16.600,39.000,0.000,0.0
27/5/2007,21:59:00,1.980,0.070,233.990,8.400,1.000,1.000,17.0
20/9/2009,09:18:00,1.338,0.076,240.050,5.600,0.000,0.000,19.0
14/10/2009,15:27:00,0.320,0.094,239.390,1.400,0.000,0.000,1.0
12/8/2009,00:54:00,0.158,0.000,241.910,0.600,0.000,0.000,1.0
16/7/2008,12:13:00,0.470,0.122,240.840,2.000,0.000,0.000,1.0
11/5/2008,13:47:00,0.626,0.080,242.860,3.200,0.000,0.000,0.0
26/12/2006,17:35:00,3.476,0.110,238.450,14.600,0.000,1.000,17.0
12/7/2008,21:21:00,0.168,0.000,242.450,1.000,0.000,0.000,0.0
4/3/2009,03:05:00,0.338,0.064,246.390,1.400,0.000,0.000,0.0
28/8/2007,12:39:00,1.216,0.082,236.910,5.000,0.000,0.000,17.0
15/2/2010,15:08:00,1.348,0.064,244.650,5.400,0.000,0.000,19.0
21/11/2010,00:07:00,0.634,0.05,242.27,2.6,0.0,2.0,0.0
28/3/2010,20:53:00,2.564,0.326,239.370,10.800,1.000,19.000,1.0
30/7/2009,22:31:00,1.052,0.276,241.750,4.600,0.000,2.000,1.0
12/1/2008,04:19:00,0.548,0.188,245.030,2.400,0.000,1.000,0.0
28/2/2009,20:58:00,0.604,0.000,242.300,2.400,1.000,4.000,0.0
6/7/2007,03:05:00,0.130,0.000,241.580,0.600,0.000,0.000,0.0
3/12/2009,02:13:00,0.322,0.000,244.570,1.400,0.000,0.000,0.0
15/10/2008,03:19:00,0.464,0.198,240.600,2.000,0.000,0.000,1.0
30/1/2008,13:46:00,0.324,0.000,243.230,1.400,0.000,0.000,0.0
23/9/2009,00:39:00,0.390,0.360,244.060,2.000,0.000,1.000,1.0
31/8/2010,01:57:00,0.280,0.078,241.240,1.400,0.000,1.000,1.0
7/7/2007,06:42:00,0.186,0.080,242.250,0.800,0.000,0.000,0.0
8/3/2007,12:17:00,0.406,0.210,241.240,1.800,0.000,1.000,0.0
16/2/2009,14:33:00,0.302,0.054,244.290,1.400,0.000,0.000,0.0
11/11/2007,21:28:00,2.150,0.068,239.590,9.000,0.000,0.000,0.0
6/2/2007,13:06:00,0.638,0.354,242.750,3.000,0.000,2.000,0.0
26/12/2006,01:26:00,2.398,0.124,241.770,9.800,0.000,0.000,0.0
24/3/2010,17:37:00,0.590,0.000,241.740,2.400,0.000,0.000,0.0
3/7/2007,19:02:00,1.290,0.198,240.010,5.600,0.000,1.000,17.0
27/3/2007,15:58:00,0.294,0.090,242.870,1.200,0.000,0.000,0.0
11/3/2008,19:09:00,2.670,0.220,234.870,11.400,0.000,0.000,17.0
10/1/2010,13:40:00,1.826,0.100,242.820,7.400,0.000,1.000,18.0
6/12/2009,03:46:00,0.438,0.270,243.830,2.000,0.000,0.000,0.0
1/8/2009,11:55:00,1.552,0.396,238.350,6.600,0.000,0.000,18.0
30/9/2008,09:09:00,1.290,0.000,239.190,5.400,0.000,0.000,18.0
7/9/2007,02:49:00,0.204,0.104,239.780,1.000,0.000,0.000,0.0
8/4/2009,17:19:00,0.382,0.000,245.020,1.600,0.000,0.000,1.0
19/12/2009,21:55:00,0.276,0.050,243.990,1.000,0.000,0.000,0.0
19/11/2009,11:16:00,1.470,0.184,240.140,6.200,0.000,0.000,19.0
28/4/2009,16:05:00,0.404,0.068,243.300,1.800,0.000,0.000,1.0
16/4/2008,22:49:00,1.122,0.102,241.820,4.600,0.000,0.000,1.0
12/3/2008,06:31:00,0.226,0.000,242.440,1.000,0.000,0.000,0.0
14/10/2007,00:48:00,1.136,0.166,238.100,4.800,0.000,0.000,0.0
27/10/2008,07:51:00,0.352,0.146,242.740,1.600,0.000,0.000,0.0
22/6/2007,19:43:00,0.190,0.102,240.920,0.800,0.000,0.000,0.0
4/5/2007,20:30:00,3.572,0.312,231.300,15.800,33.000,0.000,0.0
10/1/2009,01:00:00,0.212,0.000,245.550,0.800,0.000,0.000,0.0
4/8/2009,07:02:00,0.158,0.000,241.940,0.600,0.000,0.000,1.0
20/3/2008,06:16:00,0.330,0.100,243.590,1.400,0.000,0.000,0.0
21/8/2007,15:17:00,0.206,0.140,241.620,1.000,0.000,0.000,0.0
5/2/2010,14:53:00,3.046,0.504,245.240,12.600,0.000,0.000,19.0
15/7/2008,10:40:00,0.236,0.114,238.970,1.000,0.000,1.000,1.0
26/12/2009,21:38:00,1.692,0.088,240.670,7.000,0.000,2.000,19.0
14/4/2008,11:31:00,1.534,0.084,244.280,6.200,0.000,0.000,19.0
27/2/2009,13:33:00,1.774,0.226,240.460,7.400,1.000,2.000,18.0
28/10/2007,19:15:00,0.198,0.000,237.340,0.800,0.000,0.000,0.0
7/11/2009,14:44:00,1.400,0.298,240.640,5.800,0.000,2.000,1.0
22/3/2008,03:24:00,0.290,0.090,243.370,1.200,0.000,1.000,0.0
13/5/2007,05:18:00,0.330,0.236,238.300,1.600,0.000,2.000,0.0
20/4/2010,06:13:00,0.244,0.056,237.820,1.000,0.000,0.000,1.0
14/11/2010,22:46:00,0.688,0.114,241.88,2.8,0.0,0.0,0.0
14/1/2010,17:29:00,?,?,?,?,?,?,
11/3/2007,22:46:00,1.666,0.064,243.180,6.800,0.000,0.000,1.0
9/3/2008,07:29:00,0.292,0.000,241.740,1.200,0.000,0.000,0.0
7/6/2010,06:35:00,0.180,0.000,241.610,0.800,0.000,0.000,1.0
16/1/2010,02:34:00,0.268,0.000,245.140,1.200,0.000,0.000,0.0
27/2/2008,05:17:00,0.212,0.000,239.360,0.800,0.000,0.000,0.0
5/5/2009,22:27:00,1.240,0.062,242.370,5.000,0.000,1.000,1.0
15/9/2007,21:20:00,0.916,0.176,237.320,3.800,0.000,0.000,0.0
11/1/2008,11:17:00,1.706,0.136,238.240,7.000,0.000,2.000,18.0
11/4/2010,08:56:00,1.628,0.206,237.820,6.800,0.000,0.000,18.0
17/4/2009,08:24:00,1.430,0.098,237.450,6.000,0.000,0.000,18.0
20/12/2008,15:07:00,5.400,0.390,237.920,22.600,1.000,73.000,0.0
21/8/2009,08:40:00,1.258,0.000,238.370,5.200,2.000,0.000,18.0
8/3/2009,12:56:00,2.602,0.444,243.580,11.600,15.000,0.000,18.0
8/2/2009,04:48:00,0.244,0.000,248.610,1.200,0.000,0.000,0.0
12/7/2009,13:38:00,0.136,0.000,242.960,0.600,0.000,0.000,1.0
28/2/2010,17:04:00,0.348,0.108,242.650,1.400,0.000,0.000,1.0
24/6/2009,15:21:00,0.392,0.192,241.580,1.800,0.000,1.000,0.0
14/5/2008,06:16:00,0.420,0.352,240.900,2.200,0.000,1.000,1.0
15/3/2008,15:07:00,0.954,0.052,242.470,4.000,0.000,0.000,0.0
10/10/2010,17:33:00,1.630,0.104,239.780,7.200,0.000,0.000,1.0
6/3/2007,04:00:00,0.202,0.048,240.120,0.800,0.000,0.000,0.0
26/4/2008,22:32:00,0.712,0.204,241.430,3.000,0.000,0.000,1.0
18/9/2009,21:51:00,1.306,0.188,242.540,5.400,1.000,1.000,1.0
20/7/2008,03:36:00,0.246,0.120,241.780,1.000,0.000,0.000,1.0
18/1/2007,09:43:00,1.344,0.102,239.510,5.600,0.000,0.000,18.0
31/7/2009,12:28:00,0.142,0.000,244.530,0.600,0.000,0.000,0.0
9/11/2007,20:48:00,1.552,0.088,237.730,6.600,0.000,0.000,0.0
10/9/2007,02:20:00,0.130,0.000,239.670,0.800,0.000,0.000,0.0
30/1/2008,22:53:00,0.498,0.094,243.100,2.200,0.000,0.000,0.0
27/8/2007,01:54:00,0.276,0.252,241.480,1.400,0.000,1.000,0.0
6/2/2010,20:20:00,2.258,0.220,240.100,9.400,0.000,0.000,18.0
18/4/2008,10:06:00,1.324,0.000,240.360,5.400,0.000,0.000,18.0
15/1/2009,01:22:00,0.316,0.100,245.870,1.400,0.000,0.000,0.0
13/12/2007,22:38:00,1.170,0.104,244.560,4.800,0.000,0.000,0.0
3/7/2008,01:56:00,0.384,0.362,241.440,2.200,0.000,1.000,1.0
17/9/2009,11:55:00,1.438,0.198,238.920,6.000,0.000,0.000,18.0
2/9/2010,13:20:00,1.338,0.084,238.720,5.600,0.000,0.000,18.0
12/1/2008,00:13:00,0.542,0.102,247.880,2.400,0.000,0.000,0.0
20/6/2007,06:42:00,0.420,0.168,240.260,2.000,0.000,0.000,0.0
6/6/2008,00:49:00,0.360,0.236,242.970,1.800,0.000,1.000,1.0
21/5/2008,02:46:00,0.258,0.114,241.060,1.200,0.000,1.000,0.0
22/9/2009,13:01:00,0.598,0.348,240.190,2.800,0.000,1.000,1.0
22/7/2007,07:23:00,0.122,0.000,236.720,0.600,0.000,0.000,0.0
28/8/2008,02:07:00,0.174,0.146,237.950,0.800,0.000,0.000,1.0
2/8/2009,04:27:00,0.138,0.000,241.920,0.600,0.000,0.000,1.0
22/11/2010,01:53:00,0.314,0.078,240.33,1.4,0.0,0.0,0.0
2/7/2007,20:00:00,0.418,0.082,242.650,1.800,0.000,1.000,0.0
4/4/2007,03:52:00,0.216,0.000,242.180,1.000,0.000,0.000,0.0
6/11/2010,11:09:00,1.594,0.216,235.37,6.8,0.0,0.0,18.0
25/10/2008,13:01:00,2.954,0.266,237.150,12.600,0.000,0.000,17.0
3/1/2010,10:14:00,4.384,0.184,239.500,18.200,1.000,40.000,18.0
4/4/2010,21:03:00,0.520,0.134,241.250,2.200,0.000,0.000,0.0
31/5/2008,06:19:00,0.160,0.000,242.270,0.600,0.000,0.000,1.0
21/1/2007,00:12:00,2.642,0.440,241.080,11.000,0.000,1.000,0.0
1/3/2009,04:34:00,0.336,0.050,243.290,1.400,0.000,0.000,0.0
3/9/2007,11:12:00,1.132,0.000,234.560,4.800,0.000,0.000,17.0
17/4/2008,01:29:00,0.328,0.106,240.940,1.400,0.000,2.000,1.0
9/3/2008,20:05:00,4.252,0.238,235.500,18.000,37.000,0.000,17.0
20/2/2009,23:37:00,1.090,0.196,243.460,4.600,0.000,0.000,0.0
18/5/2007,09:32:00,1.238,0.056,236.020,5.200,0.000,0.000,17.0
30/1/2009,02:54:00,0.348,0.106,248.670,1.400,0.000,0.000,0.0
5/8/2008,22:14:00,0.080,0.000,239.440,0.200,0.000,0.000,0.0
31/3/2009,09:02:00,1.392,0.000,242.460,5.600,0.000,0.000,18.0
12/6/2007,07:06:00,0.406,0.236,241.130,2.000,0.000,0.000,0.0
20/5/2007,17:50:00,0.872,0.062,238.060,3.600,0.000,0.000,0.0
21/10/2007,14:53:00,1.904,0.098,245.190,7.800,2.000,2.000,18.0
20/10/2010,14:43:00,0.472,0.000,243.820,2.000,0.000,1.000,1.0
14/5/2008,12:41:00,0.320,0.230,239.760,1.600,0.000,0.000,1.0
15/12/2008,07:03:00,0.638,0.088,243.150,2.800,0.000,0.000,0.0
3/1/2009,14:46:00,0.346,0.000,245.660,1.400,1.000,0.000,0.0
17/9/2008,08:44:00,1.344,0.064,241.220,5.600,0.000,0.000,18.0
14/7/2009,14:26:00,0.512,0.200,242.780,2.200,0.000,1.000,1.0
12/6/2007,23:00:00,0.796,0.196,240.300,3.600,0.000,0.000,0.0
13/9/2008,08:29:00,1.368,0.072,239.130,5.600,0.000,3.000,18.0
17/2/2010,06:14:00,0.416,0.062,244.790,1.600,0.000,1.000,1.0
27/7/2007,17:28:00,1.716,0.000,235.820,7.200,0.000,0.000,17.0
13/7/2010,07:40:00,0.310,0.096,240.670,1.400,0.000,0.000,1.0
18/11/2009,03:16:00,0.368,0.186,244.160,1.600,0.000,1.000,1.0
21/12/2008,23:46:00,0.466,0.220,244.300,2.200,0.000,2.000,0.0
23/4/2010,15:25:00,0.322,0.112,243.960,1.400,0.000,1.000,1.0
1/4/2008,22:44:00,1.492,0.228,242.040,6.200,0.000,1.000,18.0
5/11/2007,02:01:00,0.318,0.088,243.290,1.400,0.000,0.000,0.0
15/4/2007,07:11:00,0.324,0.122,241.610,1.400,0.000,0.000,0.0
17/1/2010,20:47:00,3.030,0.630,241.250,12.800,1.000,1.000,29.0
10/9/2010,12:44:00,0.160,0.056,241.480,0.800,0.000,0.000,1.0
21/11/2007,10:45:00,1.158,0.000,238.200,5.000,0.000,0.000,0.0
24/11/2009,10:44:00,1.408,0.000,240.250,5.800,0.000,0.000,19.0
17/4/2007,17:21:00,0.584,0.420,242.600,3.000,0.000,1.000,0.0
22/8/2010,08:37:00,?,?,?,?,?,?,
22/10/2008,11:44:00,0.324,0.000,241.120,1.400,0.000,0.000,1.0
30/12/2008,07:09:00,0.208,0.000,245.390,0.800,0.000,0.000,0.0
24/10/2008,14:59:00,0.246,0.000,244.380,1.000,0.000,0.000,1.0
4/11/2010,22:21:00,1.276,0.126,244.32,5.2,1.0,1.0,1.0
6/3/2009,19:40:00,1.716,0.098,238.600,7.200,0.000,0.000,0.0
6/2/2009,13:51:00,0.490,0.276,243.860,2.400,0.000,1.000,0.0
22/7/2008,19:49:00,0.242,0.114,238.300,1.000,0.000,0.000,1.0
