Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,day,month,Total_power_use
0.652,0.076,239.31,2.8,0,2,0,24,7,2
0.23,0.128,239.0,1.0,0,0,0,20,4,0
0.242,0.0,231.64,1.0,0,0,1,28,5,1
0.59,0.244,240.68,2.6,0,1,1,18,9,2
0.904,0.0,243.31,3.6,0,0,0,12,9,0
2.082,0.278,246.92,8.4,0,0,19,18,1,19
0.414,0.118,245.29,1.8,0,0,0,4,5,0
0.4,0.204,244.22,1.8,0,0,0,24,1,0
0.316,0.23,241.55,1.6,0,1,1,16,7,2
1.458,0.086,239.25,6.0,0,0,18,9,4,18
0.326,0.118,243.37,1.4,0,0,0,9,11,0
1.454,0.174,236.64,6.2,0,2,18,20,6,20
1.964,0.05,238.3,8.2,1,0,19,9,5,20
0.334,0.158,242.69,1.6,1,0,1,13,8,2
0.316,0.152,241.29,1.4,0,0,0,8,1,0
0.478,0.0,233.76,2.0,0,0,0,1,3,0
0.244,0.128,243.17,1.2,0,0,1,28,6,1
1.99,0.0,238.58,8.4,0,0,1,9,10,1
1.492,0.146,242.35,6.2,0,2,1,19,10,3
0.308,0.254,242.29,1.6,0,1,0,6,7,1
0.944,0.26,240.96,4.0,0,0,12,26,6,12
0.204,0.054,241.65,0.8,0,0,0,27,10,0
0.16,0.0,239.2,0.8,0,0,1,7,7,1
0.274,0.09,237.29,1.2,0,0,1,12,7,1
0.224,0.0,244.17,1.0,0,0,0,19,11,0
1.84,0.192,242.61,7.6,0,0,19,19,5,19
0.502,0.126,243.65,2.4,0,0,0,6,2,0
1.458,0.104,240.88,6.0,0,2,19,25,8,21
0.886,0.21,239.85,3.8,0,1,12,8,6,13
1.438,0.058,240.48,7.0,0,0,0,27,11,0
0.402,0.094,238.45,1.8,0,0,0,8,10,0
1.412,0.196,238.46,5.8,0,0,18,26,9,18
1.246,0.0,237.93,5.2,0,0,0,11,11,0
1.426,0.186,235.61,6.0,0,0,18,6,9,18
4.994,0.33,236.77,21.4,1,34,17,9,2,52
0.558,0.214,241.17,2.4,0,1,0,19,5,1
0.272,0.21,236.96,1.4,0,1,0,10,5,1
1.488,0.0,247.23,6.0,0,0,20,29,1,20
1.41,0.09,242.03,5.8,0,0,18,24,2,18
0.504,0.072,237.76,2.4,0,0,0,20,5,0
1.472,0.17,237.19,6.2,0,1,17,26,5,18
2.278,0.048,236.17,9.6,0,0,17,13,10,17
4.484,0.128,236.85,18.8,37,0,18,20,4,55
0.538,0.112,246.05,2.2,0,0,0,28,2,0
0.232,0.142,245.11,1.0,0,0,1,12,7,1
0.248,0.14,240.88,1.2,0,0,1,20,7,1
1.792,0.07,238.93,7.4,0,0,19,19,4,19
0.238,0.0,245.13,1.0,0,0,1,17,11,1
0.374,0.07,243.8,1.6,0,0,0,25,10,0
0.288,0.0,242.48,1.2,0,0,0,5,3,0
0.794,0.0,239.13,3.2,0,0,1,4,5,1
1.324,0.448,245.52,5.6,0,1,0,11,5,1
0.238,0.0,242.3,1.0,0,0,0,20,6,0
0.304,0.0,243.06,1.4,0,0,0,18,10,0
0.244,0.132,241.99,1.0,0,0,0,10,7,0
1.752,0.174,240.75,7.4,0,0,18,29,11,18
1.782,0.378,238.47,7.8,0,1,17,22,4,18
1.466,0.132,242.43,6.0,0,0,18,25,12,18
0.364,0.092,241.76,1.6,0,0,1,6,5,1
1.438,0.084,240.42,6.0,0,0,18,2,4,18
0.694,0.096,242.94,2.8,0,0,0,2,4,0
0.472,0.326,242.57,2.2,0,1,0,16,3,1
1.328,0.094,239.62,5.4,0,0,18,23,5,18
0.224,0.094,242.38,1.0,0,0,0,25,6,0
2.048,0.08,241.84,8.4,0,0,0,28,10,0
1.754,0.07,233.27,7.4,0,2,17,16,10,19
0.284,0.05,233.88,1.2,0,2,0,31,5,2
0.168,0.138,240.22,0.8,0,2,1,7,8,3
1.49,0.0,232.78,6.4,0,0,16,1,8,16
1.29,0.0,239.28,5.4,0,0,17,29,12,17
1.304,0.832,241.67,7.0,0,0,1,10,7,1
0.326,0.0,244.03,1.6,0,0,1,22,7,1
0.354,0.088,243.14,1.4,0,0,0,15,10,0
1.442,0.17,232.93,6.2,0,0,17,5,6,17
0.338,0.088,242.83,1.4,0,0,1,14,11,1
1.028,0.062,242.39,4.2,0,0,0,26,11,0
1.432,0.094,239.27,6.0,0,1,18,14,3,19
1.442,0.084,245.27,5.8,0,0,1,21,4,1
5.968,0.256,235.63,25.6,10,36,17,19,3,63
0.31,0.1,237.39,1.4,0,0,0,4,8,0
0.422,0.198,241.5,1.8,0,1,1,10,7,2
1.768,0.43,241.21,7.4,0,1,18,13,11,19
1.436,0.05,240.25,6.0,0,1,19,23,5,20
1.272,0.046,239.97,5.2,0,0,17,19,3,17
0.986,0.356,240.06,4.4,0,1,13,6,8,14
3.382,0.412,240.02,14.2,0,1,19,23,10,20
0.478,0.296,242.62,2.4,0,0,1,14,7,1
0.308,0.198,240.86,1.4,0,2,1,16,7,3
2.394,0.12,235.51,10.2,0,0,18,30,9,18
0.418,0.194,240.89,1.8,0,0,0,16,10,0
1.356,0.046,243.08,5.6,0,0,18,1,4,18
0.262,0.0,238.81,1.0,0,0,1,15,4,1
1.182,0.0,236.89,5.0,0,0,17,17,9,17
0.372,0.106,242.03,1.6,0,0,0,20,3,0
1.446,0.144,241.95,6.0,0,0,18,2,4,18
0.216,0.1,240.06,1.0,0,0,1,1,8,1
3.7,0.188,240.11,15.4,0,38,18,27,6,56
0.554,0.136,244.93,2.2,0,0,1,4,4,1
0.786,0.172,248.91,3.2,0,0,0,11,1,0
0.642,0.234,242.85,2.8,0,1,0,29,1,1
0.462,0.138,243.36,2.2,0,0,1,28,7,1
0.218,0.0,235.95,1.0,0,0,0,2,6,0
1.358,0.23,238.49,5.6,0,1,18,12,7,19
0.226,0.074,242.77,1.0,0,0,1,15,7,1
1.994,0.074,237.38,8.4,0,0,17,10,9,17
2.582,0.054,242.66,10.6,39,0,0,8,3,39
0.396,0.244,244.12,1.8,0,1,0,22,9,1
0.212,0.1,239.79,1.0,0,0,1,7,8,1
1.434,0.23,237.66,6.0,0,1,18,29,3,19
0.214,0.0,241.87,0.8,0,0,0,28,2,0
0.572,0.146,244.71,2.4,0,0,0,24,9,0
0.502,0.286,243.29,2.4,0,1,0,9,1,1
1.71,0.292,237.47,7.2,0,1,18,27,2,19
0.204,0.084,241.35,0.8,0,0,1,28,6,1
0.542,0.23,240.3,2.6,0,0,1,23,7,1
0.524,0.33,240.83,2.6,0,1,1,11,5,2
0.654,0.0,240.9,2.8,0,0,0,13,6,0
1.824,0.322,241.97,7.6,0,1,18,22,12,19
1.504,0.172,240.98,6.2,0,0,18,13,11,18
0.372,0.21,242.29,1.8,0,2,0,23,8,2
0.08,0.0,239.86,0.2,0,0,0,27,8,0
0.302,0.056,243.13,1.2,0,0,1,15,10,1
0.344,0.382,242.07,2.0,0,2,1,23,8,3
0.384,0.106,239.63,1.6,0,0,0,14,3,0
1.492,0.314,237.92,6.4,0,0,0,3,12,0
2.722,0.238,237.39,11.4,0,0,17,1,1,17
1.466,0.206,242.79,6.0,0,1,18,29,3,19
0.87,0.106,242.11,3.6,0,0,0,9,5,0
1.374,0.0,241.82,5.6,0,1,18,5,2,19
1.454,0.106,244.37,5.8,0,0,19,6,4,19
0.3,0.214,243.58,1.4,0,1,0,4,7,1
2.726,0.234,240.77,11.4,0,0,17,26,12,17
0.16,0.046,241.54,0.8,0,0,0,4,7,0
2.346,0.0,239.06,9.8,1,0,18,28,9,19
0.238,0.048,238.66,1.2,0,0,0,14,9,0
1.018,0.104,244.28,4.2,0,0,0,1,2,0
0.394,0.222,239.01,1.8,0,1,0,27,3,1
1.382,0.264,246.14,5.8,0,0,0,18,12,0
3.114,0.116,240.43,12.8,38,0,0,20,4,38
0.368,0.078,246.6,1.6,0,0,0,4,12,0
0.158,0.0,243.36,0.6,0,0,0,8,8,0
0.242,0.046,240.03,1.0,0,0,1,3,5,1
0.478,0.31,240.78,2.4,0,2,0,8,3,2
0.406,0.216,241.12,1.8,0,2,0,26,9,2
1.352,0.096,241.03,5.6,0,0,18,15,1,18
0.44,0.238,244.01,2.0,0,1,0,6,4,1
0.302,0.2,243.72,1.4,0,0,1,15,8,1
1.554,0.0,231.33,6.6,0,0,17,20,7,17
0.288,0.204,240.99,1.4,0,0,0,11,6,0
0.368,0.076,241.05,1.6,0,1,0,25,10,1
2.924,0.0,243.6,12.8,0,1,19,16,2,20
1.284,0.064,241.5,5.2,0,0,18,17,2,18
0.27,0.0,247.05,1.0,0,0,1,11,3,1
0.768,0.176,239.82,3.2,0,1,1,6,10,2
1.366,0.06,237.04,5.6,0,0,17,17,3,17
0.312,0.246,241.69,1.6,0,0,0,26,7,0
1.306,0.0,239.21,5.4,0,0,0,27,11,0
0.83,0.096,239.2,3.4,0,0,11,5,6,11
1.12,0.0,238.63,4.6,0,0,0,6,10,0
0.382,0.246,243.09,1.8,0,1,0,2,4,1
1.406,0.0,241.58,5.8,0,1,0,24,11,1
0.246,0.11,243.0,1.2,0,1,1,26,7,2
0.752,0.0,242.41,3.2,0,0,0,6,2,0
3.24,0.272,244.12,13.6,1,30,19,24,10,50
0.312,0.128,242.27,1.4,0,2,0,17,2,2
2.018,0.0,237.6,8.4,0,0,17,12,12,17
3.174,0.19,238.01,14.0,0,1,18,3,7,19
0.276,0.0,242.76,1.2,0,0,1,5,10,1
0.256,0.0,239.74,1.2,0,0,1,8,6,1
0.232,0.0,246.51,1.0,0,0,0,20,1,0
0.346,0.054,243.22,1.4,0,0,0,20,10,0
1.448,0.052,239.81,6.0,0,0,1,19,11,1
0.176,0.094,235.92,0.8,0,0,0,9,8,0
1.296,0.0,240.06,5.4,0,0,19,28,10,19
0.202,0.132,239.55,1.0,0,0,0,21,8,0
0.23,0.0,239.51,1.0,0,0,1,29,5,1
0.264,0.11,239.1,1.2,0,0,0,22,7,0
1.582,0.128,240.94,6.6,0,0,18,11,3,18
0.22,0.124,241.85,1.0,0,2,0,3,8,2
2.846,0.54,236.59,13.8,22,0,0,3,9,22
3.554,0.0,234.84,15.0,37,0,17,20,7,54
1.754,0.056,241.0,7.2,0,1,18,21,4,19
1.57,0.104,241.75,6.4,0,0,18,3,1,18
0.266,0.106,240.74,1.2,0,1,1,13,7,2
1.484,0.198,241.03,6.2,0,1,19,20,10,20
0.304,0.16,239.77,1.4,0,1,1,25,9,2
0.702,0.07,246.0,2.8,0,0,0,17,2,0
0.138,0.0,241.63,0.6,0,0,1,6,7,1
0.226,0.0,245.87,1.0,0,0,0,14,1,0
1.48,0.102,243.2,6.0,0,0,19,4,3,19
2.974,0.5,240.83,12.4,1,0,18,17,1,19
1.34,0.0,238.56,5.6,0,0,18,5,4,18
0.38,0.186,246.89,1.6,0,1,0,31,1,1
0.662,0.0,240.06,2.8,0,0,0,16,12,0
1.608,0.352,238.91,6.8,0,0,18,3,6,18
0.422,0.224,242.02,2.0,0,2,1,25,10,3
1.302,0.07,238.92,5.4,0,0,18,2,7,18
0.252,0.0,241.08,1.2,0,0,1,22,1,1
1.314,0.112,242.51,5.4,0,0,19,7,9,19
1.362,0.076,239.53,5.6,0,1,17,12,11,18
1.144,0.0,235.74,4.8,0,0,17,11,8,17
0.322,0.092,244.8,1.2,0,1,1,21,11,2
0.232,0.052,236.09,1.0,0,0,0,21,5,0
0.318,0.106,237.99,1.4,0,0,1,23,7,1
0.36,0.21,240.05,1.6,0,1,0,28,2,1
0.152,0.0,238.76,0.6,0,0,0,30,7,0
0.8,0.28,242.15,3.4,0,0,11,20,8,11
2.018,0.256,245.0,8.2,0,0,19,29,11,19
0.162,0.0,239.62,0.6,0,0,1,13,5,1
1.398,0.186,243.03,5.8,0,1,19,18,6,20
1.45,0.206,235.57,6.2,0,0,17,12,5,17
0.622,0.254,237.17,3.0,1,0,0,6,6,1
0.42,0.236,242.34,2.0,0,1,1,10,4,2
1.932,0.214,239.13,8.0,0,0,18,7,9,18
0.214,0.0,240.97,1.0,0,1,1,17,9,2
0.958,0.13,241.35,4.0,0,0,0,14,3,0
0.388,0.216,240.91,1.8,0,1,0,5,3,1
0.362,0.346,239.33,2.0,0,1,0,22,6,1
3.012,0.526,238.79,12.8,0,0,18,28,8,18
1.628,0.13,242.72,6.6,0,0,0,24,1,0
0.35,0.052,245.7,1.4,0,0,0,4,12,0
0.38,0.082,243.47,1.6,0,0,0,18,3,0
1.434,0.086,240.0,6.0,0,0,18,19,12,18
1.502,0.168,240.53,6.2,0,0,17,3,4,17
0.422,0.106,242.16,2.0,0,0,0,29,7,0
0.362,0.118,243.87,1.6,0,0,1,12,5,1
2.026,0.202,237.15,8.6,0,1,1,15,11,2
1.886,0.138,237.08,8.0,0,0,17,24,2,17
0.332,0.23,242.62,1.6,0,0,1,14,8,1
0.148,0.0,237.56,0.6,0,0,0,23,4,0
1.458,0.134,241.08,6.0,1,1,18,28,3,20
0.336,0.114,245.49,1.4,0,0,1,11,4,1
1.054,0.23,243.06,4.4,0,0,0,16,6,0
0.156,0.0,241.98,0.6,0,0,1,7,8,1
1.5,0.288,237.52,6.4,0,1,18,13,9,19
5.332,0.248,234.25,22.8,37,35,0,24,10,72
0.224,0.062,241.12,1.0,0,0,0,2,10,0
0.274,0.0,246.81,1.2,0,0,1,19,1,1
2.06,0.248,237.86,8.6,0,0,1,9,4,1
0.244,0.104,240.64,1.0,0,2,1,24,7,3
1.748,0.094,243.26,7.2,0,0,19,19,12,19
2.524,0.212,239.76,10.4,0,2,19,22,7,21
0.522,0.304,236.06,2.4,0,1,0,6,6,1
1.396,0.048,241.06,5.8,0,0,18,5,2,18
1.616,0.25,238.39,6.8,0,0,19,22,7,19
0.274,0.208,239.27,1.4,0,2,0,2,8,2
2.466,0.1,234.85,10.4,0,35,0,26,5,35
0.318,0.238,241.13,1.6,0,0,0,31,5,0
2.926,0.158,240.17,12.2,39,2,1,3,9,42
1.16,0.37,240.7,5.0,0,2,13,2,7,15
0.286,0.132,240.8,1.4,0,1,1,23,9,2
0.226,0.11,236.88,1.0,0,0,0,29,6,0
1.422,0.0,239.55,5.8,1,0,18,29,6,19
2.928,0.09,237.43,12.2,1,0,18,14,1,19
1.416,0.092,241.45,5.8,0,0,18,12,11,18
3.12,0.324,238.73,13.2,1,0,18,17,1,19
4.61,0.38,237.6,19.8,0,31,17,19,2,48
0.23,0.0,242.78,0.8,0,0,1,26,10,1
0.236,0.0,243.8,1.0,0,0,1,10,4,1
0.31,0.262,239.72,1.6,0,1,1,1,8,2
2.782,0.236,235.66,11.8,0,0,17,17,2,17
0.2,0.12,235.42,1.0,0,0,0,10,8,0
0.182,0.0,240.6,0.8,0,0,1,29,6,1
2.68,0.066,242.65,11.0,0,0,18,5,1,18
0.94,0.314,243.6,4.0,0,0,12,29,8,12
0.236,0.13,241.3,1.0,0,0,0,12,7,0
0.232,0.0,236.4,1.2,0,0,0,20,7,0
1.824,0.164,239.93,7.6,0,2,18,14,9,20
0.49,0.12,248.08,2.2,0,0,0,10,12,0
1.548,0.204,244.12,6.4,0,0,19,6,2,19
0.416,0.064,235.46,1.8,1,0,0,26,5,1
1.442,0.086,240.0,6.0,0,0,18,22,12,18
0.218,0.048,244.37,0.8,0,0,0,6,11,0
2.282,0.0,237.77,9.6,0,0,18,22,10,18
1.3,0.3,240.22,6.4,0,0,1,10,6,1
0.112,0.0,235.83,0.6,0,0,0,24,7,0
1.726,0.122,246.7,7.0,0,0,20,11,12,20
0.342,0.2,241.15,1.6,0,0,0,3,6,0
0.216,0.078,226.87,1.0,0,0,0,18,7,0
0.198,0.13,238.66,1.0,0,0,0,18,6,0
0.84,0.058,241.55,3.4,0,0,1,29,4,1
0.358,0.0,242.8,1.6,0,0,0,17,4,0
0.23,0.0,245.72,1.0,0,0,0,22,11,0
3.012,0.0,238.98,12.6,0,0,18,10,4,18
1.346,0.064,242.39,5.6,0,0,18,4,12,18
0.43,0.276,244.73,2.0,0,2,0,18,1,2
1.646,0.158,236.93,7.0,0,0,1,15,4,1
0.154,0.124,241.03,0.8,0,0,0,21,8,0
1.354,0.0,241.53,5.6,1,0,19,21,6,20
0.332,0.076,242.75,1.4,0,0,0,29,3,0
0.24,0.092,240.0,1.0,0,1,1,16,7,2
0.32,0.106,242.56,1.4,0,0,0,19,2,0
1.238,0.356,244.56,5.2,0,1,0,20,12,1
1.646,0.138,245.6,6.6,0,0,20,2,4,20
0.436,0.0,243.76,1.8,0,0,1,4,3,1
0.234,0.0,236.5,1.0,1,0,0,1,5,1
1.072,0.07,237.02,4.6,0,0,1,15,4,1
1.16,0.0,240.26,5.0,0,0,16,22,7,16
1.314,0.0,241.6,5.4,0,0,19,16,3,19
0.15,0.0,243.0,0.6,0,0,1,29,9,1
0.616,0.342,240.18,3.0,1,0,1,28,5,2
1.618,0.244,243.83,6.6,0,0,1,25,4,1
1.256,0.0,236.61,5.2,0,0,18,9,11,18
0.824,0.12,241.62,3.4,1,0,0,23,7,1
0.71,0.104,238.99,3.0,0,0,0,9,12,0
0.318,0.096,241.47,1.4,0,0,0,19,10,0
0.308,0.0,240.3,1.2,0,0,0,6,2,0
0.238,0.0,243.87,1.0,0,0,1,1,10,1
0.766,0.292,239.48,3.4,0,1,0,13,10,1
2.144,0.0,239.75,9.0,0,0,17,29,11,17
0.144,0.0,242.55,0.6,0,0,0,22,4,0
1.49,0.062,238.93,6.2,0,0,18,2,5,18
0.304,0.092,235.19,1.2,0,0,0,25,2,0
0.082,0.0,242.27,0.2,0,0,0,17,8,0
0.4,0.152,245.9,1.6,0,1,1,3,1,2
3.38,0.0,238.12,14.2,0,38,0,1,1,38
1.744,0.18,238.73,7.2,2,2,18,11,6,22
0.3,0.064,240.63,1.2,0,0,0,21,2,0
0.338,0.126,249.49,1.4,0,2,1,18,12,3
0.398,0.0,243.77,1.8,0,0,0,3,12,0
2.642,0.306,237.22,11.4,0,3,18,26,4,21
0.966,0.204,246.28,4.0,0,0,13,7,7,13
0.444,0.242,241.96,2.2,0,1,1,17,4,2
1.882,0.198,236.86,8.0,0,1,17,14,9,18
0.382,0.082,241.54,1.6,0,0,1,12,6,1
1.62,0.084,237.88,6.8,0,0,17,11,11,17
1.378,0.144,241.44,5.6,0,0,17,27,12,17
0.37,0.0,241.09,1.8,0,0,0,7,7,0
0.306,0.25,240.09,1.6,0,2,1,30,6,3
4.082,0.382,232.19,17.6,0,1,17,13,1,18
0.9,0.084,244.64,3.6,0,0,0,24,11,0
0.332,0.104,243.62,1.4,0,0,0,21,10,0
0.718,0.062,246.28,2.8,0,0,0,23,12,0
0.31,0.148,242.16,1.4,0,0,0,30,12,0
0.216,0.0,240.93,0.8,0,0,0,25,2,0
0.276,0.102,238.63,1.2,0,0,0,7,7,0
2.274,0.438,239.1,9.6,0,2,18,26,9,20
1.754,0.106,243.51,7.2,0,0,19,6,11,19
2.234,0.19,241.84,9.2,1,1,19,5,7,21
1.448,0.058,236.57,6.0,0,0,18,4,5,18
3.23,0.17,233.03,13.8,0,0,16,8,12,16
0.316,0.0,238.48,1.4,0,0,0,8,7,0
0.898,0.114,239.19,3.8,0,0,0,13,2,0
1.382,0.056,241.49,5.6,0,0,18,7,4,18
0.28,0.07,237.02,1.2,0,0,0,28,2,0
1.4,0.0,242.08,5.8,0,2,0,24,11,2
1.466,0.166,240.7,6.0,0,0,18,16,7,18
0.08,0.0,239.94,0.2,0,0,1,28,8,1
2.186,0.106,236.2,9.4,0,0,21,15,9,21
1.298,0.08,243.19,5.4,0,1,0,24,1,1
0.808,0.11,236.41,3.4,0,0,0,7,8,0
0.238,0.128,237.25,1.2,0,0,0,3,8,0
3.134,0.188,237.57,13.2,0,1,0,23,11,1
0.264,0.094,243.64,1.2,0,1,1,3,6,2
0.204,0.098,240.44,1.0,0,2,0,9,9,2
1.26,0.084,236.91,5.2,0,1,17,14,8,18
0.38,0.146,243.37,1.6,0,0,0,6,11,0
1.926,0.06,237.23,8.0,0,0,18,26,12,18
0.318,0.206,240.05,1.6,0,2,1,24,7,3
2.034,0.146,244.54,8.2,2,0,18,29,11,20
0.296,0.2,240.7,1.4,0,0,0,16,7,0
0.304,0.096,242.99,1.2,0,1,0,12,4,1
2.256,0.052,238.79,9.4,0,0,0,22,2,0
1.836,0.0,240.18,7.6,0,0,18,19,4,18
0.606,0.0,243.26,2.4,0,0,0,18,4,0
0.218,0.0,241.33,0.8,0,0,0,28,2,0
0.398,0.0,237.29,1.6,0,0,1,6,5,1
4.028,0.0,238.95,16.8,0,37,17,29,1,54
0.342,0.192,237.48,1.6,0,0,0,24,4,0
1.952,0.234,240.37,9.0,0,25,1,8,10,26
1.374,0.1,239.49,5.6,0,0,17,13,4,17
0.3,0.088,243.61,1.2,0,1,1,8,4,2
0.532,0.078,240.88,2.4,0,0,0,1,11,0
0.23,0.0,244.62,1.0,0,0,0,13,12,0
0.212,0.058,246.05,0.8,0,0,0,26,11,0
0.216,0.0,242.71,0.8,0,0,0,25,2,0
1.34,0.208,235.17,5.6,0,0,18,10,8,18
1.452,0.146,243.73,6.0,0,2,19,15,11,21
2.008,0.052,238.24,8.4,0,0,17,12,3,17
0.422,0.082,236.99,1.8,0,0,0,18,5,0
0.144,0.052,241.1,0.6,0,0,1,23,9,1
0.41,0.196,244.01,1.8,0,1,1,12,5,2
0.328,0.074,239.83,1.4,0,2,1,7,9,3
1.478,0.134,243.88,6.0,0,0,18,30,4,18
0.19,0.154,241.86,1.0,0,0,1,24,8,1
1.75,0.0,237.17,7.4,1,0,18,31,3,19
1.394,0.088,240.71,5.8,0,0,18,19,1,18
0.32,0.082,235.19,1.6,0,2,0,24,4,2
0.798,0.054,237.98,3.4,0,0,0,1,2,0
0.42,0.082,241.11,1.8,0,0,0,28,1,0
1.358,0.0,245.02,5.4,0,0,18,22,12,18
0.326,0.084,244.05,1.4,0,0,1,20,10,1
0.874,0.0,241.44,3.6,0,0,1,30,6,1
1.706,0.058,244.36,7.0,0,0,18,30,10,18
0.222,0.0,242.52,1.0,0,0,0,10,3,0
1.45,0.082,242.46,6.0,2,0,18,19,1,20
0.26,0.0,244.39,1.0,0,0,0,4,11,0
0.33,0.384,242.53,2.0,0,1,0,11,8,1
1.484,0.046,239.49,6.2,0,0,18,17,9,18
0.83,0.218,242.54,3.6,0,1,9,17,5,10
0.834,0.228,240.02,3.6,0,0,1,19,4,1
2.212,0.442,240.68,9.4,0,1,28,18,4,29
0.528,0.188,246.3,2.2,0,0,1,17,2,1
0.462,0.146,246.81,2.2,0,0,0,27,12,0
2.948,0.054,236.75,13.0,0,11,18,12,9,29
2.378,0.094,240.18,9.8,0,0,17,27,12,17
0.438,0.202,243.96,2.0,0,1,1,3,7,2
3.872,0.35,235.77,16.6,0,0,17,26,12,17
0.336,0.0,240.07,1.8,0,1,0,2,5,1
1.378,0.048,238.34,5.8,0,1,18,20,9,19
3.726,0.144,233.64,15.8,37,1,17,19,10,55
0.308,0.112,243.38,1.2,0,0,0,28,10,0
0.332,0.212,237.91,1.6,0,1,0,24,4,1
1.42,0.074,242.18,5.8,2,0,1,3,1,3
0.54,0.068,237.99,2.4,0,1,0,6,1,1
0.214,0.0,245.3,0.8,0,0,0,18,2,0
1.394,0.0,236.67,5.8,1,0,17,6,6,18
0.216,0.156,238.6,1.0,0,1,0,15,8,1
1.26,0.27,242.77,5.2,0,2,0,1,2,2
2.988,0.058,237.2,12.6,0,1,18,7,9,19
1.624,0.172,240.71,7.0,0,0,1,9,9,1
1.026,0.178,240.65,4.4,1,1,1,8,4,3
0.256,0.056,244.55,1.0,0,0,0,20,2,0
3.38,0.102,237.34,14.2,0,0,0,23,12,0
1.352,0.088,237.77,5.6,0,0,17,6,4,17
0.306,0.0,241.53,1.2,0,0,0,13,12,0
0.286,0.208,236.98,1.4,0,1,0,20,9,1
0.734,0.19,243.93,3.0,0,2,1,19,11,3
1.692,0.052,238.77,7.0,0,0,18,25,10,18
1.262,0.0,239.22,5.2,0,0,18,24,5,18
1.758,0.442,236.64,7.6,0,4,18,1,8,22
0.456,0.218,242.06,2.0,0,1,1,22,4,2
0.362,0.12,244.81,1.6,0,0,1,6,11,1
2.522,0.048,242.44,10.4,0,0,18,3,12,18
0.432,0.104,242.62,2.0,0,2,0,6,11,2
1.956,0.0,235.14,8.2,0,0,17,6,5,17
1.396,0.166,241.5,5.8,0,2,1,10,10,3
1.326,0.072,235.65,5.6,0,2,17,29,5,19
1.46,0.322,238.6,6.2,0,2,1,20,8,3
0.192,0.1,240.93,0.8,0,0,0,22,6,0
0.394,0.33,242.04,2.0,0,1,0,18,9,1
3.516,0.0,238.03,14.6,0,39,17,18,2,56
0.874,0.202,243.43,3.6,0,0,0,15,3,0
1.372,0.0,238.21,5.6,0,0,18,6,10,18
2.532,0.0,240.35,10.4,0,0,18,14,1,18
1.478,0.192,242.23,6.0,1,0,18,12,9,19
0.352,0.09,241.27,1.6,0,0,1,3,5,1
1.492,0.0,237.6,6.2,0,1,18,23,5,19
1.614,0.182,237.91,6.8,0,1,18,4,4,19
1.598,0.0,237.35,6.6,0,0,18,12,10,18
2.106,0.054,240.39,9.8,9,3,17,23,9,29
0.398,0.37,242.24,2.2,0,1,1,25,8,2
0.848,0.0,238.94,3.6,0,2,0,30,6,2
2.408,0.064,235.09,10.2,0,0,18,18,10,18
2.058,0.07,238.85,9.6,0,12,18,24,6,30
0.278,0.064,247.38,1.2,0,0,1,10,2,1
0.298,0.094,241.3,1.2,0,0,1,21,5,1
1.612,0.062,243.43,6.6,0,0,19,29,1,19
0.342,0.116,240.38,1.4,0,0,1,28,8,1
1.248,0.0,238.18,5.2,0,0,17,2,11,17
0.712,0.116,247.09,2.8,0,0,0,24,12,0
1.368,0.05,236.42,5.8,0,0,17,13,10,17
0.338,0.0,240.5,1.6,0,0,1,8,5,1
0.174,0.0,240.59,0.8,0,0,1,8,6,1
0.912,0.054,239.92,3.8,0,0,1,3,9,1
1.372,0.082,241.05,5.6,0,0,17,5,3,17
0.612,0.218,244.54,2.6,0,1,0,2,1,1
1.518,0.068,242.15,6.2,0,0,18,23,3,18
0.29,0.088,237.52,1.2,0,1,0,28,2,1
0.366,0.16,245.7,1.6,0,0,1,29,12,1
0.258,0.0,246.23,1.0,0,0,0,19,2,0
0.264,0.278,241.97,1.6,0,1,0,9,8,1
0.472,0.32,240.25,2.4,0,1,0,8,1,1
4.846,0.296,238.36,20.4,39,0,0,17,12,39
0.218,0.0,240.34,1.0,0,0,0,16,10,0
1.172,0.472,245.43,6.4,0,0,0,8,2,0
2.004,0.082,238.62,8.4,0,0,19,19,11,19
1.396,0.086,240.09,5.8,0,0,19,8,9,19
0.236,0.096,243.06,1.0,0,0,1,5,8,1
0.228,0.0,245.15,1.0,0,0,0,14,12,0
0.448,0.39,234.37,2.6,0,0,0,14,5,0
1.292,0.066,238.2,5.4,0,0,18,5,10,18
0.312,0.0,246.4,1.4,0,0,0,25,12,0
0.348,0.07,243.03,1.4,0,0,1,18,5,1
1.916,0.148,240.53,8.0,0,0,29,27,8,29
1.638,0.332,242.02,6.8,0,1,18,29,3,19
0.25,0.0,250.12,1.0,0,0,1,17,12,1
1.952,0.146,241.62,8.4,0,1,18,26,12,19
0.098,0.0,239.56,0.4,0,0,0,18,6,0
3.064,0.174,232.24,13.2,0,0,16,10,3,16
0.296,0.056,241.71,1.2,0,0,0,15,11,0
1.362,0.14,240.61,5.6,1,2,0,21,9,3
1.422,0.164,239.15,6.0,0,0,18,26,2,18
1.574,0.122,247.3,7.6,0,0,0,24,12,0
0.322,0.214,240.47,1.6,0,0,1,17,7,1
0.658,0.0,246.24,2.6,0,0,1,30,9,1
1.322,0.064,243.48,5.4,0,1,18,21,12,19
